KEY_FLIGHT_MAP	FLIGHT_MAP	Brings up flight map	Shared Cockpit
KEY_RELOAD_PANELS	RELOAD_PANELS	Reload panel data	Shared Cockpit
KEY_PANEL_ID_TOGGLE	PANEL_ID_TOGGLE	Toggles indexed panel (1 to 9)	Shared Cockpit
KEY_PANEL_ID_OPEN	PANEL_ID_OPEN	Opens indexed panel (1 to 9)	Shared Cockpit
KEY_PANEL_ID_CLOSE	PANEL_ID_CLOSE	Closes indexed panel (1 to 9)	Shared Cockpit
KEY_CONTROL_RELOAD_USER_AIRCRAFT	RELOAD_USER_AIRCRAFT	Reloads the user aircraft data (from cache if same type loaded as an AI,otherwise from disk)	Shared Cockpit
KEY_SIM_RESET	SIM_RESET	Resets aircraft state	Shared Cockpit
KEY_VIRTUAL_COPILOT_TOGGLE	VIRTUAL_COPILOT_TOGGLE	Turns Flying Tips on/off	Shared Cockpit
KEY_VIRTUAL_COPILOT_SET	VIRTUAL_COPILOT_SET	Sets Flying Tips on/off (1,0)	Shared Cockpit
KEY_VIRTUAL_COPILOT_ACTION	VIRTUAL_COPILOT_ACTION	Triggers action noted in Flying Tips	Shared Cockpit
KEY_REFRESH_SCENERY	REFRESH_SCENERY	Reloads scenery	Shared Cockpit
KEY_CLOCK_HOURS_DEC	CLOCK_HOURS_DEC	Decrements time by hours	Shared Cockpit
KEY_CLOCK_HOURS_INC	CLOCK_HOURS_INC	Increments time by hours	Shared Cockpit
KEY_CLOCK_MINUTES_DEC	CLOCK_MINUTES_DEC	Decrements time by minutes	Shared Cockpit
KEY_CLOCK_MINUTES_INC	CLOCK_MINUTES_INC	Increments time by minutes	Shared Cockpit
KEY_CLOCK_SECONDS_ZERO	CLOCK_SECONDS_ZERO	Zeros seconds	Shared Cockpit
KEY_CLOCK_HOURS_SET	CLOCK_HOURS_SET	Sets hour of day	Shared Cockpit
KEY_CLOCK_MINUTES_SET	CLOCK_MINUTES_SET	Sets minutes of the hour	Shared Cockpit
KEY_ZULU_HOURS_SET	ZULU_HOURS_SET	Sets hours, zulu time	Shared Cockpit
KEY_ZULU_MINUTES_SET	ZULU_MINUTES_SET	Sets minutes, in zulu time	Shared Cockpit
KEY_ZULU_DAY_SET	ZULU_DAY_SET	Sets day, in zulu time	Shared Cockpit
KEY_ZULU_YEAR_SET	ZULU_YEAR_SET	Sets year, in zulu time	Shared Cockpit
KEY_GAUGE_KEYSTROKE	GAUGE_KEYSTROKE	Enables a keystroke to be sent to a gauge that is in focus. The keystrokes can only be in the range 0 to 9, A to Z, and the four keys: plus, minus, comma and period. This is typically used to allow some keyboard entry to a complex device such as a GPS to enter such things as ICAO codes using the keyboard, rather than turning dials.	Shared Cockpit
KEY_SIMUI_WINDOW_HIDESHOW	SIMUI_WINDOW_HIDESHOW	Display the ATC window.	Shared Cockpit
KEY_WINDOW_TITLES_TOGGLE	VIEW_WINDOW_TITLES_TOGGLE	Turn window titles on or off.	Shared Cockpit
KEY_AXIS_PAN_PITCH	AXIS_PAN_PITCH	Sets the pitch of the axis. Requires an angle.	Shared Cockpit
KEY_AXIS_PAN_HEADING	AXIS_PAN_HEADING	Sets the heading of the axis. Requires an angle.	Shared Cockpit
KEY_AXIS_PAN_TILT	AXIS_PAN_TILT	Sets the tilt of the axis. Requires an angle.	Shared Cockpit
KEY_AXIS_INDICATOR_CYCLE	VIEW_AXIS_INDICATOR_CYCLE	Step through the view axes.	Shared Cockpit
KEY_MAP_ORIENTATION_CYCLE	VIEW_MAP_ORIENTATION_CYCLE	Step through the map orientations.	Shared Cockpit
KEY_TOGGLE_JETWAY	TOGGLE_JETWAY	Requests a jetway, which will only be answered if the aircraft is at a parking spot.	Shared Cockpit
KEY_VIDEO_RECORD_TOGGLE	VIDEO_RECORD_TOGGLE	Turn on or off the video recording feature. This records uncompressed AVI format files to: My Documents\Videos\	Shared Cockpit
KEY_TOGGLE_AIRPORT_NAME_DISPLAY	TOGGLE_AIRPORT_NAME_DISPLAY	Turn on or off the airport name.	Shared Cockpit
KEY_CAPTURE_SCREENSHOT	CAPTURE_SCREENSHOT	Capture the current view as a screenshot. Which will be saved to a bmp file in: My Documents\Pictures\	Shared Cockpit
KEY_MOUSE_LOOK_TOGGLE	MOUSE_LOOK_TOGGLE	Switch Mouse Look mode on or off. Mouse Look mode enables a user to control their view using the mouse, and holding down the space bar.	Shared Cockpit
KEY_YAXIS_INVERT_TOGGLE	YAXIS_INVERT_TOGGLE	Switch inversion of Y axis controls on or off.	Shared Cockpit
KEY_AUTOCOORD_TOGGLE	AUTORUDDER_TOGGLE	Turn the automatic rudder control feature on or off.	Shared Cockpit
Event ID	String Name	Description	Multiplayer
KEY_FREEZE_LATITUDE_LONGITUDE_TOGGLE	FREEZE_LATITUDE_LONGITUDE_TOGGLE	Turns the freezing of the lat/lon position of the aircraft (either user or AI controlled) on or off. If this key event is set, it means that the latitude and longitude of the aircraft are not being controlled by ESP, so enabling, for example, a SimConnect client to control the position of the aircraft. This can also apply to altitude and attitude. Refer to the simulation variables: IS LATITUDE LONGITUDE FREEZE ON, IS ALTITUDE FREEZE ON, and IS ATTITUDE FREEZE ON Refer also to the SimConnect_AIReleaseControl function.	Shared Cockpit
KEY_FREEZE_LATITUDE_LONGITUDE_SET	FREEZE_LATITUDE_LONGITUDE_SET	Freezes the lat/lon position of the aircraft.	Shared Cockpit
KEY_FREEZE_ALTITUDE_TOGGLE	FREEZE_ALTITUDE_TOGGLE	Turns the freezing of the altitude of the aircraft on or off.	Shared Cockpit
KEY_FREEZE_ALTITUDE_SET	FREEZE_ALTITUDE_SET	Freezes the altitude of the aircraft.	Shared Cockpit
KEY_FREEZE_ATTITUDE_TOGGLE	FREEZE_ATTITUDE_TOGGLE	Turns the freezing of the attitude (pitch, bank and heading) of the aircraft on or off.	Shared Cockpit
KEY_FREEZE_ATTITUDE_SET	FREEZE_ATTITUDE_SET	Freezes the attitude (pitch, bank and heading) of the aircraft.	Shared Cockpit
Event ID	String Name	Description	Multiplayer
KEY_POINT_OF_INTEREST_TOGGLE_POINTER	POINT_OF_INTEREST_TOGGLE_POINTER	Turn the point-of-interest indicator (often a light beam) on or off. Refer to the Missions system documentation.	Shared Cockpit
KEY_POINT_OF_INTEREST_CYCLE_PREVIOUS	POINT_OF_INTEREST_CYCLE_PREVIOUS	Change the current point-of-interest to the previous point-of-interest.	Shared Cockpit
KEY_POINT_OF_INTEREST_CYCLE_NEXT	POINT_OF_INTEREST_CYCLE_NEXT	Change the current point-of-interest to the next point-of-interest.	Shared Cockpit
Event ID	String Name	Description	Multiplayer
KEY_ATC	ATC	Activates ATC window	Shared Cockpit
KEY_ATC_MENU_1	ATC_MENU_1	Selects ATC option 1	Shared Cockpit
KEY_ATC_MENU_2	ATC_MENU_2	Selects ATC option 2	Shared Cockpit
KEY_ATC_MENU_3	ATC_MENU_3	Selects ATC option 3	Shared Cockpit
KEY_ATC_MENU_4	ATC_MENU_4	Selects ATC option 4	Shared Cockpit
KEY_ATC_MENU_5	ATC_MENU_5	Selects ATC option 5	Shared Cockpit
KEY_ATC_MENU_6	ATC_MENU_6	Selects ATC option 6	Shared Cockpit
KEY_ATC_MENU_7	ATC_MENU_7	Selects ATC option 7	Shared Cockpit
KEY_ATC_MENU_8	ATC_MENU_8	Selects ATC option 8	Shared Cockpit
KEY_ATC_MENU_9	ATC_MENU_9	Selects ATC option 9	Shared Cockpit
KEY_ATC_MENU_0	ATC_MENU_0	Selects ATC option 10	Shared Cockpit
Event ID	String Name	Description	Multiplayer
KEY_MULTIPLAYER_TRANSFER_CONTROL	MP_TRANSFER_CONTROL	Toggle to the next player to track	-
KEY_MULTIPLAYER_PLAYER_CYCLE	MP_PLAYER_CYCLE	Cycle through the current user aircraft.	Shared Cockpit
KEY_MULTIPLAYER_PLAYER_FOLLOW	MP_PLAYER_FOLLOW	Set the view to follow the selected user aircraft.	Shared Cockpit
KEY_MULTIPLAYER_CHAT	MP_CHAT	Toggles chat window visible/invisible	Shared Cockpit
KEY_MULTIPLAYER_ACTIVATE_CHAT	MP_ACTIVATE_CHAT	Activates chat window	Shared Cockpit
KEY_MULTIPLAYER_VOICE_CAPTURE_START	MP_VOICE_CAPTURE_START	Start capturing audio from the users computer and transmitting it to all other players in the multiplayer session who are turned to the same radio frequency.	Shared Cockpit
KEY_MULTIPLAYER_VOICE_CAPTURE_STOP	MP_VOICE_CAPTURE_STOP	Stop capturing radio audio.	Shared Cockpit
KEY_MULTIPLAYER_BROADCAST_VOICE_ CAPTURE_START	MP_BROADCAST_VOICE_ CAPTURE_START	Start capturing audio from the users computer and transmitting it to all other players in the multiplayer session.	Shared Cockpit
KEY_MULTIPLAYER_BROADCAST_VOICE_ CAPTURE_STOP	MP_BROADCAST_VOICE_ CAPTURE_STOP	Stop capturing broadcast audio.	Shared Cockpit
KEY_TOGGLE_RACERESULTS_WINDOW	TOGGLE_RACERESULTS_WINDOW	Show or hide multi-player race results.	Disabled
